Project,Package,Smell,Description
assignment,org.gradle.accessors.dm,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LibrariesForLibs]; [LibrariesForLibs.JunitLibraryAccessors]; [LibrariesForLibs.VersionAccessors]; [LibrariesForLibs.JunitVersionAccessors]; [LibrariesForLibs.BundleAccessors]; [LibrariesForLibs.PluginAccessors]; [LibrariesForLibsInPluginsBlock]; [LibrariesForLibsInPluginsBlock.JunitLibraryAccessors]; [LibrariesForLibsInPluginsBlock.VersionAccessors]; [LibrariesForLibsInPluginsBlock.JunitVersionAccessors]; [LibrariesForLibsInPluginsBlock.BundleAccessors]; [LibrariesForLibsInPluginsBlock.PluginAccessors]; [LibrariesForLibs]; [LibrariesForLibs.JunitLibraryAccessors]; [LibrariesForLibs.VersionAccessors]; [LibrariesForLibs.JunitVersionAccessors]; [LibrariesForLibs.BundleAccessors]; [LibrariesForLibs.PluginAccessors]; [LibrariesForLibsInPluginsBlock]; [LibrariesForLibsInPluginsBlock.JunitLibraryAccessors]; [LibrariesForLibsInPluginsBlock.VersionAccessors]; [LibrariesForLibsInPluginsBlock.JunitVersionAccessors]; [LibrariesForLibsInPluginsBlock.BundleAccessors]; [LibrariesForLibsInPluginsBlock.PluginAccessors]. LCC (Lack of Component Cohesion) = 1.0
